Service Code,Department,Category,Service Name,Service Rate
GSSF000251,General Surgery,General Surgery,ERCP WITH THERAPEUTIC PROCEDURES,85700
GSSF000252,General Surgery,Surgical Procedures,FIBREOPTIC COLONOSCOPY (EXCISION BIOPSY/DESTRUCTION OF LESION),367200
GSSF000253,General Surgery,Endoscopy & Minimal Invasive,FIBREOPTIC  COLONOSCOPYAND RECANALISATION OFTUMOUR,244800
GSSF000254,General Surgery,Laboratory Tests,FLEXIBLE SIGMOIDOSCOPY(BIOPSY/REMOVAUDESTRUCTION OF LESION),428400
GSSF000255,General Surgery,Pharmaceuticals,INJECTION SCLEROTHERAPY  FOR OESOPHAGEALVARICS,85700
GSSF000256,General Surgery,General Surgery,INTUBATION FOR INVESTIGATION OFGIT,183600
GSSF000257,General Surgery,Endoscopy & Minimal Invasive,RIGID OESOPHAGOSCOPY,150000
GSSF000258,General Surgery,General Surgery,THERAPEUTIC OESOPHAGO-GASTRO-DUODENOSCOPY INCLUDING DESTRUCTION ..,650000
GSSF000259,General Surgery,General Surgery,THERAPEUTIC OESOPHAGO-GASTRO-DUODENOSCOPY INCLUDING REMOVAL OF FO...,650000
GSSF000260,General Surgery,Laboratory Tests,DIAGNOSTIC LAPAROSCOPIC EXAMINATION OFLIVER(WITH ANY BIOPSY),420400
GSSF000261,General Surgery,Surgical Procedures,LAPAROSCOPICANTERIOR RESECTION OFRECTUMAND EXERIORISATION OF BOWEL,1200000
GSSF000262,General Surgery,Surgical Procedures,LAPARASCOPICAPPENDECTOMY,1200000
GSSF000263,General Surgery,Surgical Procedures,LAPAROSCOPIC CHOLECCYSTECTOMY WITH PEROPERATIVE CHOLANGIOGRAM,1200000
GSSF000266,General Surgery,Obstetrics & Gynaecology,LAPAROSCOPIC CLOSURE OFPERFORATED ULCER OFSTOMACH,1200000
GSSF000267,General Surgery,Surgical Procedures,LAPAROSCOPIC COLONIC RESECTION,1200000
GSSF000268,General Surgery,Obstetrics & Gynaecology,LAPAROSCOPIC GASTROSTOMY/JEJUNOSTOMY,1200000
GSSF000271,General Surgery,Surgical Procedures,LAPAROSCOPIC REPAIR OFGROIN HERNIA,1200000
GSSF000272,General Surgery,Surgical Procedures,LAPRASCOPIC REPAIR HIATUS HERNIA,1200000
GSSF000273,General Surgery,Surgical Procedures,LAPAROSCOPIC RESECTION OFSMALL INTESTINE,1200000
GSSF000274,General Surgery,Surgical Procedures,LAPARASCOPIC SPLENECTOMY,1200000
GSSF000275,General Surgery,Obstetrics & Gynaecology,LAPAROSCOPIC    VAGOTOMY/SEROMYOTOMY,1200000
GSSF000276,General Surgery,Laboratory Tests,LAPARASCOPY INCLUDING BIOPSYANDADHESIOLYSIS,1200000
GSSF000277,General Surgery,Obstetrics & Gynaecology,THERAPEUTIC LAPAROSCOPIC OPERATION ON LIVER,1200000
GSSF000278,General Surgery,Laboratory Tests,BIOPSY INTERNAL OF MAMMARY LYMPH NODES,428400
GSSF000282,General Surgery,Laboratory Tests,BIOPSY/SAMPLING OFAXILLARY LYMPH NODES,428000
GSSF000283,General Surgery,General Surgery,BLOCK DISSECTION OFAXILLARY LYMPH NODES,650000
GSSF000284,General Surgery,General Surgery,DRAINAGE  OFBREASTABSCESS,428400
GSSF000285,General Surgery,Surgical Procedures,EXCISION BIOPSY OFBREAST LESIONAFTER LOCALISATION,850000
GSSF000286,General Surgery,Surgical Procedures,EXCISION OF LESION OFBREAST,850000
GSSF000287,General Surgery,Laboratory Tests,FINE NEEDLEASPIRATION CYTOLOGY,244800
GSSF000288,General Surgery,Surgical Procedures,IMPLANTATION PROSTHESIS  FOLLOWING MASTECTOMY,850000
GSSF000289,General Surgery,Surgical Procedures,MASTECTOMY COMBINED WITH RECONSTRUCTION OFBREAST USING MYOCUTANE...,1500000
GSSF000290,General Surgery,General Surgery,MICRODOCHOTOMY,520000
GSSF000291,General Surgery,Surgical Procedures,MODIFIED RADICAL MASTECTOMY(INCLUDING BLOCK DISSECTION),1200000
GSSF000292,General Surgery,Plastic & Cosmetic Surgery,OPERATIONS ON NIPPLE WHERE NOT INCLUDED IN OTHER PROCEDURES,650000
GSSF000293,General Surgery,Laboratory Tests,PERCUTANEOUS BIOPSY OF LESION OFBREAST,450000
GSSF000294,General Surgery,Surgical Procedures,RADICAL MASTECTOMY(INCLUDING BLOCK DISSECTION),1200000
GSSF000295,General Surgery,General Surgery,RECONSTRUCTION OFBREAST USING LATISSIMUS DORSI,1200000
GSSF000296,General Surgery,General Surgery,RECONSTRUCTION OFBREAST USING LOCAL FLAP,1200000
GSSF000297,General Surgery,General Surgery,RECONSTRUCTION OFBREAST USING TRAMS,1200000
GSSF000298,General Surgery,General Surgery,REMOVAL OFPROSTHESIS FROM BREAST,650000
GSSF000299,General Surgery,Surgical Procedures,REPEAT LOCAL EXCISION TO CLEAR MARGINS,214200
GSSF000300,General Surgery,Surgical Procedures,SEGMENTAL RESECTION OR OUADRANTECTOMY,244800
GSSF000301,General Surgery,Surgical Procedures,SIMPLE MASTECTOMY(INCLUDINGAXILLARY NODE BIOPSY),611900
GSSF000302,General Surgery,Surgical Procedures,STERECTOACTIC/GUIDWIRE EXCISION OF LESSION OFBREST,428400
GSSF000303,General Surgery,Surgical Procedures,SUBCUTANEOUS MASTECTOMY WITH IMMEDIATE IMPLANT,244800
GSSF000304,General Surgery,Surgical Procedures,WIDE LOCAL EXCISION OF LESSION OFBREAST,428400
GSSF000305,General Surgery,Laboratory Tests,BIOPSY OFSKIN OR SUBCUTANEOUS TISSUE,244800
GSSF000306,General Surgery,Dermatology & Cosmetics,CURETTAGEICRYOTHERAPY OF LESION OFSKIN INCLUDING CAUTERISATION FOUR ..,85700
GSSF000308,General Surgery,Dermatology & Cosmetics,CURETTAGEICRYOTHERAPY OF LESION OFSKIN.INCLUDING CAUTERISATION,244800
GSSF000309,General Surgery,"ENT (Ear, Nose & Throat)",DEBRIDEMENT OFWOUND(AND SURGICAL TOILET),67400
GSSF000310,General Surgery,Dermatology & Cosmetics,DISTANT FLAP OFSKINAND MUSCLE,85700
GSSF000311,General Surgery,General Surgery,DRAINAGE    OFLARGESUBCUTANEOUSABSCESS/HAEMATOMA,611900
GSSF000312,General Surgery,Dermatology & Cosmetics,"DRAINAGE OF LESION OFSKIN,INCLUDINGABSCESS",85700
GSSF000313,General Surgery,Dermatology & Cosmetics,ESCHARECTOMY OF BURNTSKIN OR SUBCUTANEOUS TISSUE,650000
GSSF000314,General Surgery,Surgical Procedures,EXCISION OF LESION OFSKIN OR SUBCUTANEOUS TISSUE FOUR OR MORE,428400
GSSF000315,General Surgery,Surgical Procedures,EXCISION OF NAIL BED(ZADEKS),244800
GSSF000316,General Surgery,Surgical Procedures,EXCISION OF SWEAT GLAND BEARING SKIN OFAXILLA,244800
GSSF000317,General Surgery,Dermatology & Cosmetics,EXTENSIVE DERMABRASION OFSKIN,85700
GSSF000318,General Surgery,Medical Supplies & Equipment,EXTENSIVE DRESSING OF BURN OFSKIN OR SUBCUTANEOUS TISSUE,244800
GSSF000319,General Surgery,Surgical Procedures,FULL THICKNESS GRAFT,650000
GSSF000320,General Surgery,Dermatology & Cosmetics,INSERTION/REMOVAL OFSKIN EXPANDER INTO TISSUE,367200
GSSF000321,General Surgery,General Surgery,LARGE LOCAL FLAP INCLUDING MYOCUTANEOUSAND FASCIA,244800
GSSF000322,General Surgery,Dermatology & Cosmetics,LASER DESTRUCTION OF LESION OFSKIN,428400
GSSF000323,General Surgery,Surgical Procedures,LESION REQUIRING WIDE EXCISION(INCLUDING RODENT ULCER EXCISION),67400
GSSF000324,General Surgery,Dermatology & Cosmetics,LIMITED AREADERMABRASION OFSKIN,244800
GSSF000325,General Surgery,Surgical Procedures,MALIGNANT MELANOMA EXCISION INCLUDING GRAFTING,1200000
GSSF000326,General Surgery,Medical Supplies & Equipment,PRIMARY SUTURE OFWOUNDWITH INVOLVEMENT OFDEEPER TISSUE,428400
GSSF000327,General Surgery,General Surgery,REMOVAL OF FOREIGN BODY IN DEEPER TISSUE,150000
GSSF000328,General Surgery,Medical Supplies & Equipment,SECONDARY SUTUREOFSKIN,244800
GSSF000329,General Surgery,General Surgery,ASPIRATION OFSUBCUTANEOUS HAEMATOMA,85700
GSSF000330,General Surgery,General Surgery,DIAGNOSTICASPIRATION OF BODY CAVITIES,61200
GSSF000331,General Surgery,Laboratory Tests,FINE NEEDLEASPIRATION OFCYTOLOGY WITH RADIOLOGICAL GUIDANCE,85700
GSSF000332,General Surgery,Laboratory Tests,FINE NEEDLEASPIRATION OFCYTOLOGY WITHOUT RADIOLOGICAL GUIDANCE,122400
GSSF000333,General Surgery,General Surgery,INCISIONAND DRAINAGE(E.G.HAEMATOMA.CYST ORABSCESS),85700
GSSF000334,General Surgery,Pharmaceuticals,INJECTION INTO SUBCUTANEOUS TISSUE,120000
GSSF000335,General Surgery,Pharmaceuticals,INJECTION INTOVARICOSE VEINS OF LEG,67400
GSSF000336,General Surgery,Pharmaceuticals,INJECTION OFSCLEROSING SUBSTANCE INTO HAEMORRHOIDS,244800
GSSF000337,General Surgery,Laboratory Tests,INTRODUCTION OFSUBSTANCE INTO SKIN(INCLUDING HORMONE PELLET),85700
GSSF000338,General Surgery,Surgical Procedures,EXCISION OF SABCYST(WITHOUTANAESTHESIA),67400
GSSF000339,General Surgery,Surgical Procedures,EXCISION OF SABCYST(WITH ANAESTHESIA),85700
GSSF000340,General Surgery,Surgical Procedures,VENTRALHERNIA  REPAIR,183600
GSSF000341,General Surgery,Accommodation & Ward Fees,WEDGE EXCISON ORAVULSION OF NAIL INCLUDING CHEMICALABLATION OF NAIL BED,306000
GSSF000342,General Surgery,"ENT (Ear, Nose & Throat)",IN-PATIENT PROCEDURES,183600
GSSF000343,General Surgery,Orthopaedics,CLOSED FRACTURE EXTERNAL FIXATION,0
GSSF000344,General Surgery,Cardiology Procedures,PACEMAKER INSERTION,2500000
GSSF000345,General Surgery,General Surgery,POSTERIOR  FAGITIALANORECTOPLASTY,1500000
GSSF000346,General Surgery,"ENT (Ear, Nose & Throat)",AUDIOMETRY,295000
GSSF001338,General Surgery,Laboratory Tests,BREAST CORE BIOPSY,15000
GSSF001339,General Surgery,Laboratory Tests,BIOPSY NEEDLE,70000
GSSF001340,General Surgery,General Surgery,REDUCTION OFHIP DISLOCATION,120000
GSSF001341,General Surgery,Orthopaedics,BONE MARROWASPIRATION,900000
INPF000002,Internal Medicine,Laboratory Tests,BONE MARROWASPIRATION CULTURE,350000
INPF000003,Internal Medicine,Laboratory Tests,BONE MARROW BIOPSY,400000
INPF000005,Internal Medicine,Internal Medicine,BRONCHIAL PROVOCATION TEST,120000
INPF000006,Internal Medicine,Endoscopy & Minimal Invasive,BRONCHOSCOPY,50000
INPF000007,Internal Medicine,Endoscopy & Minimal Invasive,BRONCHOSCOPY WITH FOREIGN BODY REMOVAL,122400
INPF000008,Internal Medicine,Internal Medicine,CARBON MONOXIDE (CO) LUNG DIFFUSION STUDY,350000
INPF000009,Internal Medicine,Laboratory Tests,COMPLEATE BRONCHOSCOPYAND TRANSBRONCHIAL BIOPSY,50000
INPF000011,Internal Medicine,Laboratory Tests,COMPLEATE BRONCHOSCOPY INCL. (BRONCHOALVEOLAR LAVAGE/ BIOPSY/BRUSH),275400
INPF000012,Internal Medicine,Endoscopy & Minimal Invasive,COMPLEATE BRONCHOSCOPY WITH BRONCHOALVEOLAR LEVAGE,238600
INPF000014,Internal Medicine,Endoscopy & Minimal Invasive,COMPLEATE BRONCHOSCOPY WITH BRUSH,300000
INPF000016,Internal Medicine,Internal Medicine,COMPLETE LUNG FUNCTION TEST (SPIROMETRY+CO DIFFUSION STUDY),300000
INPF000017,Internal Medicine,Internal Medicine,CPAP CHARGES/ DAY,100000
INPF000018,Internal Medicine,Internal Medicine,FNAC PROCEDURE/ PERCUTANEOUS FNAC,42900
INPF000019,Internal Medicine,Laboratory Tests,INTERCOSTAL TUBE DRAINAGE WITH PLEURALBIOPSY,50000
INPF000020,Internal Medicine,Medical Supplies & Equipment,NEBULIZER THERAPY,300000
INPF000021,Internal Medicine,Internal Medicine,PERITONEALASPIRATION   DIAGNOSTIC,10000
INPF000022,Internal Medicine,Internal Medicine,PERITONEALASPIRATION DIAGNOSTIC I THERAPEUTIC,20300
INPF000023,Internal Medicine,Internal Medicine,PERITONEALASPIRATION   THERAPEUTIC,42900
INPF000024,Internal Medicine,Internal Medicine,PLEAURALASPIRATION  DIAGNOSTIC,20300
INPF000025,Internal Medicine,Internal Medicine,PLEURALASPIRATION DIAGNOSTIC !THERAPEUTIC,42900
INPF000026,Internal Medicine,Internal Medicine,PLEURALASPIRATION   THERAPEUTIC,61200
INPF000028,Internal Medicine,Internal Medicine,SPIROMETRY PLAIN,42900
INPF000029,Internal Medicine,Internal Medicine,SPIROMETRY WITH ANDWITHOUT BRONCHODIALATOR,20300
INPF000030,Internal Medicine,Internal Medicine,SPIROMETRY WITH  BRONCHODIALATOR,30600
INPF000031,Internal Medicine,Radiology & Imaging,ULTRASOUND GUIDED PERCUTANEOUS LIVERABSCESS ASPIRATION,150000
INPF000032,Internal Medicine,Internal Medicine,COMPLETE OVERNIGHT POLYSOMNOGRAPHY(COP),79600
INPF000034,Internal Medicine,Internal Medicine,COMPLETE OVERNIGHT POLYSOMNOGRAPHY WITH CPAP(COP WITH CPAP),0
INPF000035,Internal Medicine,Internal Medicine,LIMITED SLEEP STUDY,0
INPF000036,Internal Medicine,Internal Medicine,COMPLETE OVERNIGHT POLYSOMNOGRAPHY WITH MSLT(COP WITH MSLT),0
INPF000037,Internal Medicine,Internal Medicine,PULSE OXIMETER,0
INPF000038,Internal Medicine,Internal Medicine,COMPLETE OVERNIGHT POLYSOMNOGRAPHY WITH CPAP & MSLT(COP WITH CPAP & ..,0
INPF000039,Internal Medicine,"ENT (Ear, Nose & Throat)",MSLT (IF COP USED EARLIER),0
INPF000040,Internal Medicine,Internal Medicine,MSLT,0
INPF000041,Internal Medicine,Internal Medicine,MINISLEEP STUDY,0
ISU000001,Intensive Care Unit,Accommodation & Ward Fees,BED FEE PER DAY  (EXECUTIVE WARD),45000
ISU000002,Intensive Care Unit,Intensive Care,COVID 19 INTENSIVE CARE,5500000
LALI000001,Laboratory,Laboratory Tests,TOTAL BILIRUBIN/SB,4600
LALI000002,Laboratory,Laboratory Tests,DIRECT BILIRUBIN/SB,4600
LALI000003,Laboratory,Laboratory,SGPT (ALT),2100
LALI000006,Laboratory,Laboratory,SGOT (AST),4600
LALI000009,Laboratory,Laboratory Tests,TOTAL PROTEIN,4600
LALI000010,Laboratory,Laboratory Tests,ALBUMIN,4600
LALI000014,Laboratory,Laboratory,ALKALINE PHOSPHATASE,4600
LALI000017,Laboratory,Laboratory,GGT,4600
LALI000027,Laboratory,Laboratory Tests,TOTAL CHOLESTEROL,4600
LALI000028,Laboratory,Laboratory,REIGLYCERIDES,4600
LALI000030,Laboratory,Laboratory,HDL,4600
LALI000031,Laboratory,Laboratory,LDL,4600
LALI000032,Laboratory,Laboratory Tests,UREA,4600
LALI000036,Laboratory,Laboratory Tests,CREATININE,6000
LALI000047,Laboratory,Laboratory,URIC ACID,4600
LALI000049,Laboratory,Pharmaceuticals,SODIUM,6000
LALI000050,Laboratory,Pharmaceuticals,POTASSIUM,6000
LALI000051,Laboratory,Laboratory,CHLORIDE,4600
LALI000052,Laboratory,Laboratory,BICARBONATE,4600
LALI000053,Laboratory,Laboratory,GTT,12000
LALI000057,Laboratory,Laboratory Tests,GLUCOSE FASTING,4800
LALI000061,Laboratory,Laboratory Tests,GLUCOSE 1 HOUR,4600
LALI000063,Laboratory,Laboratory Tests,GLUCOSE 2 HOUR,4600
LALI000064,Laboratory,Laboratory Tests,GLUCOSE RANDOM,4800
LALI000073,Laboratory,Laboratory,AMYLASE,6000
LALI000084,Laboratory,Laboratory,CKMB,9100
LALI000088,Laboratory,Laboratory Tests,CREATININE KINASE,6000
LALI000093,Laboratory,Laboratory,FOLATE,25600
LALI000094,Laboratory,Laboratory,FERRITIN,9600
LALI000095,Laboratory,Laboratory,HBA1C,14950
LALI000096,Laboratory,Laboratory,IRON,8400
LALI000097,Laboratory,Laboratory,IRON BUILDING CAPACITY,20400
LALI000098,Laboratory,Laboratory,LDH,7900
LALI000099,Laboratory,Laboratory,LIPASE,3450
LALI000100,Laboratory,Laboratory,TRANSFERRIN SATURATION,9600
LALI000101,Laboratory,Laboratory,VITAMIN B1,21000
LALI000102,Laboratory,Laboratory,VITAMIN D,45900
LALI000103,Laboratory,Laboratory,ZINC,18400
LALI000104,Laboratory,Pharmaceuticals,SODIUM (URINE),4600
LALI000105,Laboratory,Pharmaceuticals,POTASSIUM,6000
LALI000106,Laboratory,Laboratory,CHLORIDE (URINE),4600
LALI000107,Laboratory,Pharmaceuticals,CALCIUM (URINE),11300
LALI000108,Laboratory,Laboratory Tests,MICROALBUMIN,6000
LALI000111,Laboratory,Laboratory,CRATININE (URINE),6000
LALI000112,Laboratory,Laboratory Tests,24 HOUR URINE CREATININE,7500
LALI000113,Laboratory,Laboratory Tests,PROTEIN (URINE),4600
LALI000114,Laboratory,Laboratory Tests,24 HOURS URINE PROTEIN,4600
LALI000115,Laboratory,Laboratory Tests,BENCE JONES PROTEIN,42400
LALI000116,Laboratory,Laboratory Tests,SERUM PROTEIN ELECTROPHORESIS,28750
LALI000118,Laboratory,Laboratory Tests,CBC,10000
LALI000119,Laboratory,Laboratory,BLOOD GROUP & RH,4500
LALI000120,Laboratory,Laboratory,COOMBS DIRECT,5000
LALI000121,Laboratory,Laboratory,COOMBS INDIRECT,3900
LALI000122,Laboratory,Laboratory,ESR,3000
LALI000123,Laboratory,Laboratory,G6PD,10250
LALI000124,Laboratory,Laboratory Tests,HAEMOGLOBIN,2600
LALI000125,Laboratory,Laboratory Tests,PERIPHERAL SMEAR,4550
LALI000126,Laboratory,Laboratory,HB ELECTROPHORESIS,6000
LALI000129,Laboratory,Laboratory,MALARIA PARASITE,1700
LALI000130,Laboratory,Laboratory Tests,MALARIA PARASITE THICK SMEAR,3000
LALI000132,Laboratory,Laboratory,PAUL BUNNEL (MONO SPOT),21000
LALI000133,Laboratory,Laboratory,PLATELET COUNT,3250
LALI000134,Laboratory,Intensive Care,RETICULOCYTE COUNT,6000
LALI000135,Laboratory,Laboratory,SICKLING TEST,5750
LALI000136,Laboratory,Laboratory,PROTHROMBIN TIME,9100
LALI000137,Laboratory,Laboratory,APTT,7500
LALI000138,Laboratory,Laboratory,BETA HCG,8000
LALI000139,Laboratory,Laboratory,C- PEPTIDE,12000
LALI000140,Laboratory,Laboratory Tests,CORTISOL,15800
LALI000141,Laboratory,Laboratory,DHEAS,18870
LALI000144,Laboratory,Laboratory,ESTRADIOL,7500
LALI000145,Laboratory,Laboratory,ESTRIOL,7500
LALI000146,Laboratory,Laboratory Tests,FSH,8100
LALI000148,Laboratory,Laboratory Tests,LH,7500
LALI000149,Laboratory,Laboratory Tests,PROLACTIN,6000
LALI000150,Laboratory,Laboratory,TESTOSTERONE,13000
LALI000151,Laboratory,Laboratory,PROGESTERONE,15100
LALI000152,Laboratory,Laboratory,PTH,45300
LALI000153,Laboratory,Laboratory,TFT,35000
LALI000155,Laboratory,Laboratory,INSULIN,15100
LALI000156,Laboratory,Laboratory,ANA,24450
LALI000157,Laboratory,Laboratory,ANCAP,10200
LALI000158,Laboratory,Laboratory,ANTO-dsDNA,26400
LALI000159,Laboratory,Laboratory Tests,BETAE 2 GLYCOPROTEIN,26800
LALI000160,Laboratory,Laboratory,RHEUMATOID FACTOR,17900
LALI000162,Laboratory,Laboratory,TOTAL IgE,10000
LALI000163,Laboratory,Laboratory,ASO,4000
LALI000164,Laboratory,Laboratory,CRP,9100
LALI000165,Laboratory,Laboratory,H.PYLORI,7500
LALI000166,Laboratory,Laboratory,TPHA,26500
LALI000169,Laboratory,Laboratory,VDRL,4550
LALI000170,Laboratory,Laboratory Tests,WIDAL,2200
LALI000171,Laboratory,Laboratory,"CMV, IgG",16300
LALI000172,Laboratory,Laboratory,"CMV, IgM",16200
LALI000174,Laboratory,Laboratory,"HAV, IgG",16000
LALI000176,Laboratory,Laboratory,"HAV, IgM",16000
LALI000177,Laboratory,Vaccines & Immunisation,HEPATITIS B CORE ANTIBODY,35000
LALI000178,Laboratory,Laboratory,ANTI HBV/HCV QUANTITATIVE,37200
LALI000179,Laboratory,Laboratory,HBeAg,12000
LALI000180,Laboratory,Laboratory,HBeAb,12000
LALI000184,Laboratory,Laboratory,HBsAb,17000
LALI000185,Laboratory,Laboratory,HBsAg,11950
LALI000186,Laboratory,Laboratory,"HCV, ANTIBODY",11950
LALI000187,Laboratory,Laboratory,"HSV, IgG",4600
LALI000188,Laboratory,Laboratory,"HSV, IgM",10000
LALI000189,Laboratory,Laboratory Tests,HIV 1& 2 ANTIBODY,2300
LALI000190,Laboratory,Laboratory Tests,WESTERN BLOT (HIV),25000
LALI000191,Laboratory,Laboratory,RUBELLA IgG,26500
LALI000192,Laboratory,Laboratory,TPHA IgG,26500
LALI000194,Laboratory,Laboratory,TPHA IgM,26500
LALI000195,Laboratory,Laboratory,AFP,15200
LALI000196,Laboratory,Laboratory,CA 125,15900
LALI000197,Laboratory,Laboratory,CA 15.3,16000
LALI000198,Laboratory,Laboratory,CA 19.9,16000
LALI000199,Laboratory,Laboratory,CEA,15800
LALI000200,Laboratory,Laboratory,PSA TOTAL,16000
LALI000201,Laboratory,Laboratory,PSA FREE,15200
LALI000202,Laboratory,Laboratory,NSE,9500
LALI000205,Laboratory,Laboratory,CALCITONIN,23000
LALI000206,Laboratory,Neurology Procedures,CSF ROUTINE,19000
LALI000207,Laboratory,Laboratory,STOOL ANALYSIS,3000
LALI000208,Laboratory,Laboratory,KOH PREP,3000
LALI000209,Laboratory,Laboratory,OCCULT BLOOD STOOL,5300
LALI000210,Laboratory,Laboratory,PREGNANCY TEST URINE,6000
LALI000211,Laboratory,Laboratory,PREGNANCY TEST BLOOD,6000
LALI000212,Laboratory,Laboratory,SEMEN ROUTINE,9200
LALI000214,Laboratory,Laboratory,URINE ROUTINE,5300
LALI000215,Laboratory,Laboratory Tests,BLOOD CULTURE AEROBIC,15600
LALI000216,Laboratory,Laboratory Tests,BLOOD CULTURE ANAEROBIC,15600
LALI000217,Laboratory,Laboratory Tests,CSF CULTURE,8000
LALI000218,Laboratory,Laboratory Tests,URINE CULTURE,13800
LALI000219,Laboratory,Laboratory Tests,STOOL CULTURE,10900
LALI000220,Laboratory,Laboratory,HVS,7000
LALI000221,Laboratory,Laboratory Tests,SEMEN CULTURE,9500
LALI000223,Laboratory,Laboratory Tests,SPUTUM CULTURE,13800
LALI000224,Laboratory,Laboratory Tests,CULTURE SWAB,12300
LALI000225,Laboratory,Laboratory,AFB,5300
LALI000226,Laboratory,Laboratory,GRAMS STAIN,3000
LALI000227,Laboratory,Laboratory Tests,PAP SMEAR,15000
LALI000229,Laboratory,Laboratory,WHOLE BLOOD PRODUCT,40250
LALI000230,Laboratory,Laboratory,FRESH FROZEN PLASMA,35000
LALI000231,Laboratory,"ENT (Ear, Nose & Throat)",PLATELET CONCENTRATE,40000
LALI000232,Laboratory,Laboratory Tests,GROUPING AND CROSSMATCH,17500
LALI000233,Laboratory,Laboratory,D-DIMER,30200
LALI000234,Laboratory,Laboratory Tests,HIV VIRAL LOAD,30000
LALI000235,Laboratory,Laboratory,TROPONIN I,35000
LALI000237,Laboratory,Laboratory,TROPONIN T,35000
LALI000238,Laboratory,Laboratory,ALDOSTERONE,23800
LALI000239,Laboratory,Laboratory,ALDOSTERONE RENEIN,43800
LALI000240,Laboratory,Laboratory,HOMOCYSTEIN,28400
LALI000241,Laboratory,Laboratory,MYOGLOBIN,15200
LALI000242,Laboratory,Laboratory,GENEXPERT,20000
LI000005,Medical Supplies,Medical Supplies & Equipment,SYRINGE,1000
MS000008,Medical Supplies,Medical Supplies & Equipment,URINE BAG,3500
MS000011,Medical Supplies,Medical Supplies & Equipment,INFUSOMAT,2000
MS000012,Medical Supplies,Medical Supplies,SUCTION CATHETHER,2500
MS000013,Medical Supplies,Medical Supplies & Equipment,NON REBREATHER MASK,5000
MS000014,Medical Supplies,Medical Supplies & Equipment,SUTURE (NYLON 2.0),1000
